log_domestic_box_office,log_worldwide_box_office,log_max_theaters,log_opening_theaters,log_budget,log_opening_weekend,release_year,release_month,running_time_minutes,is_franchise,mpaa_rating,genre,source,production_method,creative_type
19.92061423325831,20.802287815853543,8.39049553837028,8.39049553837028,19.253589871235295,18.89621465297222,2012.0,7.0,164.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
18.966249052142683,20.493678814738907,8.361007108226909,8.361007108226909,19.253589871235295,17.958379439498383,2017.0,5.0,135.0,1,PG-13,Adventure,Based on Theme Park Ride,"Animation,Live Action",Historical Fiction
18.947586947369427,20.19849692070587,8.161089512845797,8.146709052203319,19.253589871235295,18.028065960617543,2008.0,11.0,106.0,1,PG-13,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction
20.25063140777924,21.138747420254813,8.37793112408273,8.37793112408273,19.23161096461314,19.15034647568901,2012.0,4.0,143.0,1,PG-13,Action,Based on Comic/Graphic Novel,"Animation,Live Action",Super Hero
19.86362906127818,20.787347746977996,8.327000740241713,8.327000740241713,19.23161096461314,18.725474731390303,2006.0,7.0,151.0,1,PG-13,Adventure,Based on Theme Park Ride,Live Action,Historical Fiction
19.488990235583426,20.31979801144078,8.344742754417545,8.344742754417545,19.23161096461314,18.574425881558494,2013.0,6.0,142.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
18.768668500306468,19.84941488387355,8.276394704863307,8.276394704863307,19.23161096461314,17.82347637940389,2008.0,5.0,144.0,1,PG,Adventure,Based on Fiction Book/Short Story,"Animation,Live Action",Fantasy
18.307535740974732,19.376200327408224,8.270013062273787,8.270013062273787,19.23161096461314,17.190050773563954,2013.0,7.0,149.0,0,PG-13,Western,Based on TV,Live Action,Historical Fiction
19.38658880637093,20.44695463705561,8.3707791729607,8.3707791729607,19.20913810886209,17.942720569181894,2012.0,6.0,136.0,1,PG-13,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero
17.99348218099965,19.563238840551175,8.216898580913613,8.213652703029998,19.20913810886209,17.055553803864044,2012.0,4.0,130.0,0,PG-13,Action,Based on Game,Live Action,Contemporary Fiction
